Name,released,ratings,metacritic,esrb
Arson and Plunder: Unleashed,2015-09-25,0.0,,None
Retaliation,2015-12-18,0.0,,None
Dysan the Shapeshifter,2014-06-06,0.0,,None
Millennium 4 - Beyond Sunset,2014-09-19,0.0,,None
SkyScrappers,2015-10-15,2.29,,None
The Atomy,2016-10-19,0.0,,None
Out of the Park Baseball 14,2013-04-15,0.0,,None
Big Fish Legend,2015-07-20,0.0,,None
Rake,2015-07-13,2.5,,None
CYPHER,2012-08-31,3.09,,None
Echelon: Wind Warriors,2014-08-08,0.0,63.0,None
Empire of the Gods,2016-01-27,0.0,,None
Thief Town,2014-09-26,0.0,,None
New Star Soccer 5,2012-09-27,3.14,,None
Persona Q: Shadow of the Labyrinth,2014-06-05,3.7,83.0,None
Ragnarok Odyssey ACE,2013-08-29,3.1,,Teen
Umineko When They Cry (Question Arc),2016-07-08,4.17,,None
Airport Madness: World Edition,2015-05-28,0.0,,None
Adam's Venture: Origins,2016-04-01,2.46,,Everyone
Fire With Fire Tower Attack and Defense,2016-03-29,0.0,,None
Rogue Port - Red Nightmare,2016-05-09,0.0,,None
Concursion,2014-06-06,0.0,66.0,None
BLEAK: Welcome to Glimmer,2016-04-08,0.0,,None
GoD Factory: Wingmen,2014-08-29,2.67,76.0,None
The Clans - Saga of the Twins,2015-04-21,0.0,,None
Dynasty Warriors 8,2013-02-28,3.39,,Teen
Wings! Remastered Edition,2014-10-17,0.0,61.0,None
Adventures Of Fluzz,2016-09-03,0.0,,None
Disoriented,2016-11-21,0.0,,None
In Celebration of Violence,2016-08-12,0.0,,None
Mega Coin Squad,2014-08-15,3.0,56.0,Teen
Dusty Revenge,2013-07-08,0.0,,None
Millennium 5 - The Battle of the Millennium,2014-11-07,0.0,,None
Beastiarium,2016-12-05,0.0,,None
Doctor Who: The Eternity Clock,2012-05-22,2.62,,Everyone 10+
Dungeonbowl - Knockout Edition,2012-07-02,0.0,,None
NEO AQUARIUM - The King of Crustaceans,2015-06-08,3.17,,None
Dwarf Tower,2014-12-23,0.0,,None
Awesomenauts Assemble!,2014-03-04,3.0,,None
Into the Void,2015-12-04,0.0,,Teen
Florensia,2016-11-29,0.0,,None
Big Action Mega Fight!,2013-11-06,0.0,,None
Supreme Ruler 1936,2014-05-09,0.0,,None
Zigfrak,2013-12-13,0.0,,None
Pristine world,2016-07-09,0.0,,None
Tachyon Project,2015-07-15,0.0,,Everyone
Conquest of Elysium 3,2012-02-20,0.0,,None
Hearthlands,2014-12-12,3.83,,None
Shin Samurai Jazz,2015-03-16,0.0,,None
Season Match,2014-09-15,0.0,,Everyone 10+
In Exilium,2015-03-13,0.0,,None
Ninja Gaiden 3: Razor's Edge,2012-11-18,4.0,,Mature
The Dream Machine: Chapter 4,2013-08-01,0.0,,None
Jaunt VR - Experience Cinematic Virtual Reality,2016-03-28,0.0,,None
Crazy Forest,2016-07-06,0.0,,None
Sound Shift,2015-08-26,0.0,,None
The Golf Club,2014-04-17,3.46,70.0,Everyone
Heileen 2: The Hands Of Fate,2014-06-11,0.0,,None
The Reject Demon: Toko Chapter 0 — Prelude,2015-05-08,0.0,,Mature
Epsilon,2015-10-01,0.0,,None
Way of Gold and Steel,2015-08-17,0.0,,None
RFLEX,2015-08-26,0.0,,None
Journal,2014-02-17,3.44,59.0,None
Ben and Ed,2015-12-08,3.65,,None
Luminosity,2015-04-09,0.0,,None
POPixel,2016-06-03,0.0,,None
Cave Coaster,2015-06-04,0.0,,None
Alicemare,2016-11-21,3.38,,None
Drizzlepath,2015-03-12,3.5,,None
Football Mogul 2014,2015-05-28,0.0,,None
GunWorld,2015-02-11,0.0,,None
Song of the Myrne: What Lies Beneath,2015-01-13,0.0,,None
Vintage Year,2015-01-02,0.0,,None
A Walk in the Dark,2013-11-07,3.62,67.0,None
ALPAGES: THE FIVE BOOKS,2015-10-23,0.0,,None
Puzzle Station 15th Anniversary Retro Release,2015-04-30,0.0,,None
Hidden Object Bundle 4 in 1,2015-10-06,0.0,,None
Teenage Mutant Ninja Turtles: Out of the Shadows,2013-08-28,2.26,38.0,Teen
dUpLicity ~Beyond the Lies~,2015-01-08,0.0,,None
Temple Run 2,2013-01-17,3.3,,None
Chronicles of the Witches and Warlocks,2015-11-18,0.0,,None
Hyperdimension Neptunia Re;Birth3 V Generation,2015-10-29,3.64,,Teen
Clash Royale,2016-03-02,3.86,86.0,Everyone 10+
Space Station Alpha,2015-02-27,0.0,,None
A Blind Legend,2016-04-07,3.5,,None
it's always monday,2016-11-22,3.0,,None
Rescue the Great Demon 2,2016-11-18,2.17,,None
Blade & Soul,2012-06-30,3.56,,Mature
Mad Combat Marines,2016-07-13,0.0,,None
ASMR Universe,2016-01-31,0.0,,None
Let's Explore the Jungle (Junior Field Trips),2015-04-24,0.0,,None
STAR-BOX: RPG Adventures in Space,2015-08-17,0.0,,None
Final Fantasy XIV: Heavensward,2015-06-26,4.43,86.0,None
Porno Studio Tycoon,2016-10-21,2.88,,None
Big Thinkers Kindergarten,2015-08-18,0.0,,None
Rayman Jungle Run,2012-09-18,3.89,,None
Tallowmere,2015-03-03,3.27,,None
Dark Raid,2014-06-03,0.0,,None
Bomb The Monsters!,2015-11-06,0.0,,None
Narco Terror,2013-07-30,1.86,,Mature
The Happy Hereafter,2014-06-05,0.0,,None
Khan: Absolute Power,2016-03-18,0.0,,None
Montas,2014-03-24,0.0,,None
No Time To Live,2015-09-30,0.0,,None
Miner Mayhem,2014-08-13,0.0,,None
Mighty Gunvolt,2014-08-29,3.25,,None
Orbit HD,2015-01-22,0.0,,Everyone 10+
Block Story Free,2012-10-10,2.67,,None
Hidden Object Bundle 5 in 1,2015-02-26,0.0,,None
Idol Hands,2015-02-18,0.0,,None
Heileen 1: Sail Away,2014-06-06,0.0,,None
Age of Fear 2: The Chaos Lord,2015-03-27,0.0,,None
Domestic Dog,2015-04-10,0.0,,None
ChargeShot,2015-09-18,0.0,,None
Obludia,2014-07-18,0.0,,None
Redemption: Saints And Sinners,2016-11-18,0.0,,None
Sunset's Ashes,2016-11-17,0.0,,None
Air Conflicts: Vietnam,2013-09-12,0.0,43.0,None
Bad Rats Show,2016-07-20,0.0,,None
Kick Ass Commandos,2016-11-17,2.67,,None
Diner Mania,2014-01-20,0.0,,Everyone 10+
Vox,2013-11-12,0.0,,None
Porradaria Upgrade,2015-09-30,0.0,,None
Boo Bunny Plague,2014-09-04,0.0,,None
Burst,2016-03-14,0.0,,None
3030 Deathwar Redux,2016-04-28,0.0,,None
Megapolis,2012-12-12,0.0,,None
Amigdala,2016-03-28,0.0,,None
D/Generation HD,2015-10-23,0.0,,Everyone 10+
The Bureau,2013-08-20,3.44,,Mature
Rex Rocket,2014-06-15,0.0,,None
Space Warp,2014-11-04,0.0,,None
NFL Blitz,2012-01-03,3.8,,Everyone 10+
SOLRAVEN,2016-03-03,0.0,,None
Ghoul Kid,2016-04-26,0.0,,None
Kirby: Planet Robobot,2016-06-10,4.26,81.0,Everyone
Jetpack Joyride Deluxe,2014-11-25,2.64,,Everyone 10+
Supercharged Robot VULKAISER,2015-06-04,0.0,,None
Probability 0,2014-06-12,0.0,,None
Malebolgia,2015-05-06,0.0,,None
Vintage VR,2016-05-02,0.0,,None
"Please, Don't Touch Anything 3D",2016-12-07,4.0,,None
Deception IV: The Nightmare Princess,2015-03-26,3.56,,Mature
Déjà Vu II: MacVenture Series,2015-01-26,0.0,,None
Fable: The Journey,2012-10-09,3.65,61.0,Teen
Hive,2013-11-15,3.33,,None
Beast Blaster,2016-03-01,0.0,,None
Big Thinkers 1st Grade,2015-08-18,0.0,,None
Spy Fox In: Hold the Mustard,2014-06-06,0.0,,None
Last Hope - Tower Defense,2016-04-13,0.0,,None
Nuts!: The Battle of the Bulge,2015-11-05,0.0,,Teen
Nova Blitz,2016-10-25,0.0,,None
G-senjou no Maou - The Devil on G-String,2015-11-05,4.5,,None
Slavistan,2016-07-29,0.0,,None
Secret Files: Sam Peters,2013-09-27,0.0,,None
Age of Empires: Castle Siege,2014-09-17,3.28,,Everyone 10+
Kill to Collect,2016-04-06,0.0,57.0,None
Construct: Escape the System,2016-12-02,0.0,,None
Angels of Fasaria: Version 2.0,2014-12-09,0.0,,None
Lost Horizon 2,2015-10-01,0.0,58.0,None
Wrecked,2015-09-16,0.0,,None
METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE,2016-10-11,4.77,,None
Scary Girl,2012-04-09,0.0,,None
Hexus,2014-09-17,0.0,,None
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016-05-24,2.91,50.0,Teen
Ortus Regni,2016-06-21,0.0,,None
Forgotten Myths CCG,2016-03-21,0.0,,None
Evil Pumpkin: The Lost Halloween,2014-07-11,0.0,,None
Nintendo Land,2012-11-18,4.08,,None
Avoid - Sensory Overload,2014-04-08,0.0,,None
Wanted Corp.,2016-11-17,2.17,,Teen
Ragnarok Odyssey,2012-02-02,3.5,,Teen
PaintLab,2016-04-29,0.0,,None
#KILLALLZOMBIES,2014-10-28,2.44,,None
Freddi Fish and Luther's Water Worries,2014-05-01,0.0,,None
Organ Biker,2015-06-01,0.0,,None
Conclusion,2016-08-05,0.0,,None
Nightork Adventures - Beyond the Moons of Shadalee,2016-08-23,0.0,,None
Found,2016-09-14,0.0,,None
Clock Simulator,2016-07-20,2.67,51.0,Everyone
The Housewife,2016-08-25,0.0,,None
Color Syndrome,2016-08-01,0.0,,None
Crayon Chronicles,2015-03-02,0.0,,None
Railroad Pioneer,2014-07-01,3.5,50.0,None
Rage Runner,2014-05-16,0.0,,None
Farming Simulator 2013,2012-10-25,3.88,,None
Black Swan,2016-11-30,0.0,,None
SmashMuck Champions,2012-09-01,0.0,,None
Blueshift,2016-12-21,0.0,,None
Think To Die 2,2016-10-14,0.0,,None
Big City Stories,2016-08-23,2.27,,Teen
The Spatials,2014-05-05,0.0,,None
Atulos Online,2016-04-30,0.0,,None
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,2016-01-26,0.0,,None
Assault Suit Leynos,2015-12-23,3.43,,Everyone 10+
Rain Blood Chronicles: Mirage,2013-11-11,0.0,68.0,None
Storm,2013-06-14,0.0,63.0,None
Cyborg Detonator,2016-04-22,0.0,,None
SUGURI,2014-07-01,0.0,,None
A-Train 8,2013-09-18,0.0,,None
Disgaea 4: A Promise Revisited,2014-08-12,3.3,,Teen
Waste Walkers,2015-06-01,0.0,,None
Blacksea Odyssey,2016-06-01,0.0,74.0,None
Tank Blast,2016-07-13,0.0,,None
"Warhammer 40,000: Dark Nexus Arena",2015-12-09,2.14,,None
Anode,2015-10-05,0.0,,None
The Memory of Eldurim,2014-02-07,0.0,,None
Golden Swords,2016-10-26,0.0,,None
Super Lemonade Factory,2014-07-09,0.0,,None
Crossfire: Dungeons,2015-05-21,0.0,,None
Always The Same Blue Sky...,2015-05-21,0.0,,None
theBlu,2016-04-05,3.5,,None
ORCS,2016-05-20,0.0,,None
Moonbase 332,2015-09-18,0.0,,None
The Isle,2015-12-01,4.05,,None
Devils & Demons,2015-10-06,0.0,,None
Welcome to the Game,2016-06-15,3.67,,Adults Only
Calibre 10 Racing,2014-03-26,0.0,,None
Sophie's Curse,2016-03-16,0.0,,None
"Warhammer 40,000: Armageddon",2014-11-25,3.69,68.0,Teen
Devil's Dare 悪魔の挑戦,2014-10-20,0.0,,None
Gravity Ghost,2015-01-26,3.78,75.0,None
Garden Rescue: Christmas Edition,2015-11-09,0.0,,None
The Elder Scrolls V: Skyrim - Hearthfire,2012-09-04,3.67,62.0,Mature
The Keep,2014-09-11,0.0,61.0,None
Sketchfab VR,2016-05-16,0.0,,None
Eclipse --- Defending the motherland,2016-05-26,0.0,,None
Shin Megami Tensei IV: Apocalypse,2016-09-20,4.21,,None
Night Mysteries: The Amphora Prisoner,2015-02-26,0.0,,None
CrazyCars3D,2016-06-14,0.0,,None
ONE PIECE Unlimited World Red,2013-11-21,3.25,,Teen
Mass Effect 3: From Ashes,2012-03-06,4.21,59.0,Mature
Total War: Rome II,2013-09-03,4.17,76.0,None
Zombie Boom,2016-08-23,0.0,,None
The Light,2012-01-01,3.92,,None
Run or Die,2014-12-11,0.0,,None
Powerstar Golf,2013-11-22,3.44,,Everyone
Path of War,2016-09-12,0.0,,None
Attempt[42],2016-12-08,0.0,,None
Monster Hunter 4 Ultimate,2015-02-13,4.24,,None
Vector Thrust,2015-07-02,3.0,57.0,None
Space Rangers: Quest,2016-08-31,2.58,,Teen
CAPSULE,2014-05-29,0.0,,None
The Hive,2016-08-25,2.0,,None
Princess Evangile All Ages Version,2015-03-27,0.0,,None
Force of Elements,2015-12-29,0.0,,None
The Dwarf Run,2015-10-21,0.0,,None
Sleep Attack,2015-05-28,0.0,,Everyone
Bionic Heart,2014-08-13,0.0,,None
Epic Showdown,2015-10-27,0.0,,None
Zombie Solitaire,2014-07-03,0.0,,None
Continue?9876543210,2014-01-03,0.0,62.0,None
Green Game: TimeSwapper,2016-04-04,0.0,,Everyone 10+
Bard's Gold,2015-08-14,3.0,58.0,Everyone
Weapon of Choice,2015-09-23,2.0,,None
True Fear: Forsaken Souls,2016-10-18,4.0,,None
Professor Layton and the Miracle Mask,2012-10-28,4.2,82.0,Everyone 10+
Worms Revolution Extreme,2013-10-08,2.92,,Everyone 10+
NightmareZ,2016-09-08,0.0,,None
Heavenly Battle,2016-06-15,0.0,,None
IMSCARED,2012-10-12,3.5,,None
Neocolonialism,2014-12-01,0.0,,None
Platro,2016-10-05,0.0,,None
Paradigm Shift,2014-05-19,0.0,,None
Kaiju-A-GoGo,2015-04-23,0.0,,None
Overruled!,2014-08-12,0.0,,None
Terminal Hacker,2016-12-01,0.0,,None
The Butterfly Sign,2016-12-13,0.0,,None
Roller Coaster Rampage,2012-06-19,0.0,,None
Paws: A Shelter 2 Game,2016-03-23,4.25,,None
Stranger of Sword City,2015-01-22,3.43,,Teen
On My Own,2015-01-03,0.0,,Everyone 10+
LEGO Harry Potter Collection,2016-10-18,4.04,73.0,Everyone 10+
Infinity Runner,2014-07-14,3.0,56.0,None
Micron,2012-06-11,0.0,,None
Way to Go!,2015-06-08,0.0,,None
Crazy Oafish Ultra Blocks: Big Sale,2016-12-16,0.0,,None
SurrealVR,2016-04-15,0.0,,None
Bloons Monkey City,2014-12-04,2.62,,Everyone 10+
Detective Butler: Maiden Voyage Murder,2015-04-30,0.0,,Everyone
Lords of the Realm,2015-12-03,4.14,,None
Mars Industries,2016-10-24,0.0,,None
One way to exit,2016-03-12,0.0,,None
Tumble VR,2016-10-10,3.41,,Teen
Lords of Football,2013-04-05,0.0,52.0,None
Baseball Mogul 2015,2015-07-24,0.0,,None
DEAD OR ALIVE 5 ULTIMATE,2013-09-03,3.72,,Mature
President for a Day - Floodings,2015-08-12,0.0,,None
Mathoria: It All Adds Up,2016-03-30,0.0,,None
Hidden Object 6-in-1 bundle,2016-03-16,0.0,,None
Open Sorcery,2016-05-06,3.86,,None
BATTLESHIP,2012-05-15,3.55,,None
Eternal Step,2015-10-16,0.0,,None
Lost Grimoires: Stolen Kingdom,2016-11-09,3.25,,None
Zombies on a Plane,2016-03-25,0.0,,None
Farm Frenzy 4,2014-04-29,3.38,,None
Age of Gladiators,2016-02-25,0.0,,None
Slip,2014-04-28,0.0,,Everyone 10+
Murder,2015-10-21,3.29,,None
MLB The Show 16,2016-03-29,3.89,,Everyone 10+
Almightree: The Last Dreamer,2014-08-28,0.0,,None
Top Hat,2014-07-31,0.0,,None
Avalon Lords: Dawn Rises,2016-04-28,0.0,,None
DYNASTY WARRIORS 8 Empires,2014-11-20,3.69,,None
KRUNCH,2014-03-19,0.0,,None
RollerCoaster Tycoon Classic,2016-12-20,0.0,,None
8Bit Fiesta,2016-09-30,0.0,,None
Dark Angels: Masquerade of Shadows,2015-07-23,0.0,,Everyone 10+
Will Fight for Food: Super Actual Sellout: Game of the Hour,2015-04-22,0.0,,None
Adventures of Mana,2016-02-04,2.92,,None
BattleTime,2016-09-29,0.0,,None
Highschool Romance,2015-11-18,0.0,,Mature
Mythos: The Beginning - Director's Cut,2014-10-27,0.0,,None
Tadpole Treble,2016-08-11,2.0,90.0,None
Hoven the Sages Spinel,2015-08-31,0.0,,None
Endless Fables: The Minotaur's Curse,2016-12-14,0.0,,None
Red Game Without a Great Name,2015-07-28,0.0,55.0,Everyone 10+
Plastic Playground,2016-04-18,0.0,,None
Doodle God: 8-bit Mania,2015-08-05,0.0,,None
Gaokao.Love.100Days,2015-05-30,3.78,,None
Sébastien Loeb Rally EVO,2016-01-29,2.83,67.0,Everyone
Time Of Silence,2016-12-06,0.0,,None
Gods and Idols,2016-12-12,0.0,,None
Formicide,2016-09-26,0.0,,None
HALP!,2016-08-01,0.0,,None
Bravely Second: End Layer,2016-04-15,4.19,,None
Black & White Bushido,2015-10-02,0.0,,None
Mytheon,2015-12-08,0.0,,None
The Legend of Zelda: Tri Force Heroes,2015-10-23,3.62,,None
Night Forest,2016-11-08,0.0,,None
Beach Buggy Racing,2014-09-17,3.56,,Everyone
The Prism,2015-09-03,0.0,,None
Zone4,2016-11-20,0.0,,None
Rubber Ducky and the Rainbow Gun,2015-12-15,0.0,,None
Blood & Gold: Caribbean!,2015-12-09,3.5,,None
Bunker - The Underground Game,2015-05-21,0.0,,None
Wormix,2013-08-10,2.1,,Teen
Breathing Fear,2016-10-07,0.0,,None
Yet Another World,2015-11-30,0.0,,None
Honey Rose: Underdog Fighter Extraordinaire,2016-09-29,0.0,,None
Qvadriga,2014-03-04,0.0,72.0,Teen
Storm United,2015-04-17,0.0,,None
Pretty Girls Panic!,2016-12-19,0.0,,None
Monster Jam Battlegrounds,2015-06-10,0.0,,Everyone 10+
Solitaire Christmas. Match 2 Cards,2015-12-24,0.0,,None
Space Thinger,2015-09-25,0.0,,None
Paper Mario: Sticker Star,2012-11-11,3.07,75.0,Everyone
Square's Route,2016-03-18,0.0,,None
Omegalodon,2013-09-20,0.0,,None
Grail to the Thief,2015-05-25,0.0,,None
Into The Gloom,2015-04-07,0.0,,None
The Archetype,2015-09-16,0.0,,None
Fist Slash: Of Ultimate Fury,2015-12-10,0.0,,None
Undead vs Plants,2016-02-25,0.0,,None
Racecar.io,2016-10-18,0.0,,Everyone 10+
CLANNAD Side Stories,2016-06-02,4.43,,None
Tomoyo After ~It's a Wonderful Life~ English Edition,2016-07-01,3.88,,None
League Of Guessing,2016-11-17,3.0,,None
Mirror Mysteries,2014-04-10,0.0,,None
GUN GODZ,2016-08-29,4.0,,None
Age of Fear: The Undead King,2015-06-26,0.0,,None
SAMURAI WARRIORS 4,2014-03-20,4.27,,Teen
March of Empires,2015-08-13,1.67,,Teen
Colours of Magic: Aqua Teeter,2016-04-25,0.0,,None
Caribbean Odyssey,2015-11-12,0.0,,None
Star Ruler 2,2015-03-26,0.0,,None
Crazy Pixel Streaker,2016-06-07,0.0,,None
The Body Changer,2015-10-15,0.0,,None
Tokyo Hosto,2015-06-02,0.0,,None
Captain Forever Remix,2016-06-03,3.22,,None
Stones of Sorrow,2015-05-26,0.0,,None
Always Remember Me,2014-04-18,0.0,,None
Garlock Online,2016-05-30,0.0,,None
Legena: Union Tides,2015-10-08,0.0,,None
The Westport Independent,2016-01-20,3.17,63.0,None
8i - Make VR Human,2016-04-25,0.0,,None
Treeker: The Lost Glasses,2015-05-13,0.0,,None
TownCraft,2013-09-10,0.0,,Teen
Lifeless,2016-06-16,0.0,,None
Abducted,2013-12-19,0.0,,Mature
NAtURAL DOCtRINE,2014-04-03,2.31,,Mature
VALKYRIE DRIVE -BHIKKHUNI,2016-10-11,3.15,,Mature
Decent Icons,2016-04-07,2.08,,None
Call of Tomsk-7,2015-08-10,0.0,,None
Heroes of Steel RPG,2013-12-19,2.0,,None
8-Bit Adventures: The Forgotten Journey Remastered Edition,2015-05-22,0.0,,None
Luna: Shattered Hearts: Episode 1,2014-10-10,0.0,,None
Trap Them - Sniper Edition,2015-10-09,0.0,,None
Twilight City: Love as a Cure,2015-12-18,0.0,,None
Dead Army - Radio Frequency,2016-10-11,0.0,,None
Demon Hunter 3: Revelation,2016-12-01,0.0,,None
Airship Dragoon,2014-08-26,0.0,,None
Pillar,2015-02-17,0.0,,None
Gravity Crash Ultra,2014-08-12,2.64,,Everyone 10+
Alteil: Horizons,2016-10-27,0.0,,None
Conan the mighty pig,2016-07-07,0.0,,None
JUJU,2014-12-09,3.4,65.0,None
Soccer Manager 2017,2016-09-16,0.0,,None
Doomed Kingdoms,2016-12-12,0.0,,None
Obliteracers,2016-02-23,0.0,78.0,Everyone
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,2015-11-26,0.0,,None
Skyflower,2015-06-25,0.0,,None
A Bastard's Tale,2015-05-26,3.83,,Teen
Chip's Challenge 2,2015-05-28,0.0,,None
Joe's Diner,2015-03-31,0.0,,Everyone 10+
Burn Zombie Burn,2014-12-24,0.0,,None
Lili: Child of Geos,2014-05-09,2.83,,Everyone 10+
HEBEREKE!: March! Red Army Girls' Brigade,2016-09-30,0.0,,None
Zolg,2016-12-02,0.0,,None
Collisions,2015-07-28,0.0,,None
Orc Attack: Flatulent Rebellion,2013-10-08,0.0,,Teen
Max Stern,2016-10-21,0.0,,None
Quadle,2015-07-23,0.0,,None
Atomic Ninjas,2013-10-02,2.08,,Teen
Football Tactics,2015-06-01,3.67,,None
Russian Front,2014-09-18,0.0,,Everyone 10+
Fragmented,2016-04-26,2.5,,None
Silent Service 2,2014-11-06,0.0,,None
Zombo Buster Rising,2016-10-02,0.0,,None
Reptilian Rebellion,2016-07-14,0.0,,None
Cosmic Leap,2016-03-17,0.0,,None
Smithy,2016-06-03,0.0,,None
Boundel: The Second Era,2016-04-30,0.0,,None
Runers,2014-09-02,3.0,68.0,None
Edge of Twilight – Return To Glory,2016-09-28,0.0,,None
Tiamat X,2015-05-29,0.0,,None
Voodoo Garden,2016-08-04,0.0,,None
Cyberpunk 3776,2015-03-24,0.0,,None
Soul of the Devil,2016-06-10,0.0,,None
Gunjack,2016-04-05,3.3,,Teen
Templar Battleforce,2015-09-21,3.86,,None
SpaceCorn,2015-06-23,0.0,,Mature
King Lucas,2016-12-01,0.0,,Everyone 10+
Infinite Air with Mark McMorris,2016-10-24,0.0,,None
3DRPG,2016-01-12,0.0,,None
Gal-X-E,2016-05-14,0.0,,None
Pajama Sam: Games to Play on Any Day,2014-10-23,0.0,,None
500 Years Act 1,2015-04-15,0.0,,None
Attack of the Labyrinth +,2015-03-30,0.0,,None
Army of Tentacles: (Not) A Cthulhu Dating Sim,2016-02-15,0.0,,None
Existentia,2016-08-08,0.0,,None
Invokers Tournament,2015-06-09,2.11,,Teen
Heroes of Havoc: Idle Adventures,2016-12-15,0.0,,None
Crazy Steam Bros 2,2015-04-02,0.0,,None
Mindball Play,2016-12-01,0.0,,None
IS Defense,2016-04-19,0.0,50.0,None
KWAAN,2016-01-21,0.0,,None
MLB 15 THE SHOW,2015-03-31,3.73,,Everyone 10+
TWD: Survival Instinct,2013-03-19,2.25,,Mature
Spirit of War,2015-03-12,0.0,,None
CO-OP: Decrypted,2015-08-17,0.0,,None
Inbetween Land,2015-02-19,0.0,,Everyone
Gamma Bros 1.5,2016-05-26,0.0,,None
Of Carrots And Blood,2016-03-25,2.17,,None
Kalonline,2016-07-13,0.0,,None
Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0.0,,None
The Juicer,2015-09-11,0.0,,None
Helmet Heroes,2016-10-03,0.0,,None
Rime Berta,2014-08-04,0.0,,None
Maria the Witch,2014-10-15,0.0,,Everyone 10+
FNAF World,2016-01-21,0.0,,None
E.T. Armies,2016-03-03,0.0,54.0,Mature
Ancient Guardian,2016-12-21,0.0,,None
Heart's Medicine - Time to Heal,2016-09-20,3.8,,None
Chicka Wars | Chicken Meat,2016-10-20,0.0,,None
Lords of Magic: Special Edition,2015-12-03,0.0,,None
Humans Must Answer,2013-07-10,0.0,55.0,None
Iron Sea Defenders,2016-09-09,0.0,,Everyone 10+
Rogue Operatives,2016-09-30,0.0,,None
Zezenia Online,2016-07-07,0.0,,None
Space Rogue,2016-09-14,3.57,,None
The Waste Land,2014-09-16,0.0,,None
Mimpi,2013-10-08,3.29,,Everyone 10+
Sleight,2016-11-09,0.0,,None
Dusk 12,2014-08-22,0.0,,None
Ride 'em Low,2013-11-04,0.0,,None
Bullshot,2016-11-22,0.0,,None
Solar Shifter EX,2015-09-11,0.0,,Everyone
Wooden House,2016-09-05,0.0,,None
Lamp Head,2015-09-29,0.0,,None
Miracle Fly,2015-10-26,0.0,,None
Super Smash Bros. for Nintendo 3DS,2014-09-13,3.73,88.0,Everyone 10+
Magical Otoge Ciel,2016-08-26,0.0,,None
Prophour23,2014-09-27,0.0,,None
Airport Madness: Time Machine,2015-09-18,0.0,,None
samurai_jazz,2015-01-27,0.0,,None
Procyon,2014-02-26,0.0,,None
Salvation Prophecy,2013-10-07,0.0,,None
School Bus Fun,2014-07-03,0.0,,None
Heroes of Loot,2013-09-12,3.0,,None
Windscape,2016-08-31,0.0,,None
Crush Online,2016-10-10,0.0,,None
Mushihimesama,2015-11-12,4.38,86.0,None
Call of Cthulhu: The Wasted Land,2014-03-06,0.0,,None
McDroid - Arcade Tower Defense,2014-09-05,0.0,,None
Lost in Paradise,2014-02-16,0.0,,None
Quantum Conscience,2015-06-09,0.0,,None
100ft Robot Golf,2016-10-10,3.3,,Everyone 10+
Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,2015-05-28,0.0,,None
Jane Angel: Templar Mystery,2014-09-17,0.0,,None
Visitors,2016-08-29,0.0,,None
Defense Technica,2013-10-24,0.0,63.0,None
High Fidelity,2016-11-09,0.0,,None
Tuebor: I Will Defend,2016-09-14,0.0,,None
Hybrid Wars,2016-09-28,2.38,54.0,None
Ride 2,2016-10-07,3.69,67.0,Everyone
Al Emmo and the Lost Dutchman's Mine,2014-05-09,0.0,77.0,None
The Witch's Yarn,2014-04-03,0.0,,None
Dead State,2014-12-04,2.43,,None
Operation: New Earth,2016-08-20,0.0,,Everyone 10+
GunGirl 2,2016-09-01,0.0,,None
Khet 2.0,2014-10-01,0.0,,None
Remnants of a Beautiful Day,2016-05-18,0.0,,None
Leviathan Starblade,2016-11-03,0.0,,None
Pixel-Warfare: Pro,2016-09-20,0.0,,None
Redemption: Eternal Quest,2015-08-28,0.0,,None
Ben-Hur,2016-08-09,2.06,,Teen
Control Craft 2,2016-02-15,0.0,,None
Save the Furries,2012-06-21,0.0,,None
Night Blights,2016-04-15,0.0,,None
Prehistoric Tales,2016-05-26,0.0,,None
Fermi's Path,2015-04-20,0.0,,Everyone
Sora,2016-01-05,0.0,74.0,None
Smugglers 5: Invasion,2014-10-16,0.0,,None
Conception II: Children of the Seven Stars,2014-04-15,3.17,,Mature
Rambo The Video Game: Baker Team,2014-02-21,0.0,,Mature
Porradaria 2: Pagode of the Night,2016-03-08,0.0,,None
Space Drifters 2D,2016-03-28,0.0,,None
The Fruit of Grisaia,2015-05-29,3.75,,None
Warbit,2016-04-19,0.0,,None
GooCubelets: OCD,2016-05-06,0.0,,None
Clash of Puppets,2013-12-05,0.0,,Everyone 10+
Manyland,2013-12-27,0.0,,None
Lords Mobile,2016-02-26,2.86,,None
Ohio Jack and The Cup Of Eternity,2015-12-22,0.0,,None
